Number of clicks on similar products;Number of similar products purchased so far;Average rating given to similar products;Gender;Median purchasing price (in rupees);Rating of the product;Brand of the product;Customer review sentiment score (overall);Price of the product;Holiday;Season;Geographical locations;Probability for the product to be recommended to the person
27;12;04.Січ;male;5000;04.Бер;Dettol;0.5;5000;No;monsoon;mountains;0.8
44;18;04.Сер;male;9000;04.Лип;Himalaya Liv.52;0.9;9000;Yes;winter;mountains;0.95
3;1;01.Тра;female;100;01.Бер;Manyavar Mohey;-0.8;100;No;summer;coastal;0.025
29;13;04.Кві;male;4000;04.Січ;Lijoba;0.4;3000;No;monsoon;mountains;0.7
16;7;03.Лип;female;600;03.Бер;Pepe Jeans London;-0.2;1000;No;spring;plains;0.55
46;19;04.Вер;male;10000;04.Сер;Dettol;0.9;9000;Yes;winter;mountains;0.95
2;0;1.0;female;100;01.Січ;Libram;-0.9;100;No;summer;coastal;0.0
30;13;04.Тра;male;5000;04.Чер;Dettol;0.6;6000;No;monsoon;mountains;0.85
13;6;03.Чер;female;800;03.Кві;Pepperfry;-0.4;1100;No;spring;plains;0.55
45;19;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;10000;Yes;monsoon;mountains;0.95
8;3;3.0;female;300;02.Тра;Flying Machine;-0.6;400;No;spring;plains;0.35
33;14;04.Кві;male;6000;04.Лип;Patanjali Ayurved (Health Care);0.7;5000;Yes;winter;mountains;0.85
11;5;03.Кві;female;600;3.0;Pepperfry;-0.5;1100;No;spring;plains;0.5
48;20;5.0;male;10000;04.Вер;Himalaya Liv.52;0.95;10000;Yes;winter;mountains;1.0
4;1;2.0;female;200;01.Вер;Manyavar Mohey;-0.8;200;No;summer;coastal;0.03
28;12;4.0;male;5000;03.Сер;Head & Shoulders;0.3;5000;No;monsoon;mountains;0.75
14;7;03.Сер;female;700;03.Тра;Pepperfry;-0.3;1200;No;spring;plains;0.6
43;18;04.Сер;male;9000;04.Лип;Himalaya Liv.52;0.9;9000;Yes;winter;mountains;0.95
9;4;03.Лют;female;400;02.Лип;The Moms Co.;-0.5;1000;No;spring;plains;0.4
34;15;04.Тра;male;8000;04.Вер;Allen Solly Woman;0.95;10000;Yes;winter;mountains;0.9
12;6;03.Тра;female;800;03.Бер;Pepperfry;-0.4;1100;No;spring;plains;0.55
49;20;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;10000;Yes;monsoon;mountains;0.95
5;2;02.Бер;female;200;2.0;Flying Machine;-0.7;500;No;spring;plains;0.3
31;14;04.Тра;male;6000;04.Лип;Patanjali Ayurved (Health Care);0.75;6000;No;monsoon;mountains;0.85
15;8;03.Вер;female;900;03.Чер;Max;-0.2;1300;No;spring;plains;0.65
47;19;04.Вер;male;10000;04.Лип;Himalaya Liv.52;0.9;9000;Yes;monsoon;mountains;0.95
10;5;03.Бер;female;600;03.Січ;The Moms Co.;-0.4;1100;No;spring;plains;0.5
36;16;04.Чер;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.8;5000;Yes;winter;mountains;0.85
17;8;03.Сер;female;900;03.Тра;Max;-0.2;1300;No;spring;plains;0.6
50;20;5.0;male;10000;04.Вер;Streax;1.0;10000;Yes;winter;mountains;1.0
32;14;04.Тра;male;6000;04.Сер;Patanjali Ayurved (Health Care);0.8;6000;Yes;winter;mountains;0.9
18;9;4.0;female;1000;03.Лип;Khadi Essentials;-0.1;800;No;spring;plains;0.6
37;16;04.Лип;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
19;8;03.Сер;female;800;03.Чер;Khadi Essentials;-0.3;700;No;spring;plains;0.55
38;17;04.Лип;male;7000;04.Сер;Fastrack;0.9;8000;Yes;monsoon;mountains;0.95
6;2;02.Тра;female;200;02.Бер;Wakefit;-0.6;600;No;spring;plains;0.3
35;15;04.Чер;male;6000;04.Вер;Allen Solly Woman;0.95;10000;Yes;winter;mountains;0.9
21;10;04.Січ;female;1000;03.Сер;Kama Ayurveda;-0.1;700;No;spring;plains;0.6
39;17;04.Сер;male;8000;04.Лип;Himalaya Liv.52;0.9;8000;Yes;winter;mountains;0.95
20;9;4.0;female;1000;03.Лип;Khadi Essentials;-0.2;800;No;spring;plains;0.6
40;17;04.Сер;male;7000;04.Вер;Allen Solly Woman;0.95;10000;Yes;winter;mountains;0.9
26;12;04.Лют;female;1000;03.Вер;Flying Machine;-0.1;1500;No;spring;plains;0.6
41;18;04.Сер;male;8000;04.Лип;Himalaya Liv.52;0.9;8000;Yes;monsoon;mountains;0.95
8;4;3.0;female;300;02.Чер;Flying Machine;-0.6;400;No;spring;plains;0.35
34;15;04.Кві;male;6000;04.Лип;Patanjali Ayurved (Health Care);0.75;5000;Yes;winter;mountains;0.85
45;19;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;10000;Yes;monsoon;mountains;0.95
4;2;02.Лют;female;200;2.0;Manyavar Mohey;-0.8;300;No;summer;coastal;0.025
30;14;04.Тра;male;5000;04.Чер;Dettol;0.7;6000;No;monsoon;mountains;0.85
17;8;03.Сер;female;700;03.Кві;Max;-0.2;1200;No;spring;plains;0.6
47;20;5.0;male;10000;04.Вер;Himalaya Liv.52;0.95;10000;Yes;winter;mountains;1.0
2;1;01.Бер;female;100;01.Лют;Manyavar Mohey;-0.9;100;No;summer;coastal;0.015
31;15;04.Чер;male;6000;04.Сер;Patanjali Ayurved (Health Care);0.8;6000;Yes;winter;mountains;0.9
14;7;03.Вер;female;800;03.Чер;Pepperfry;-0.3;1100;No;spring;plains;0.6
48;20;5.0;male;10000;04.Вер;Himalaya Liv.52;0.95;10000;Yes;winter;mountains;1.0
6;3;02.Тра;female;200;02.Бер;Wakefit;-0.6;600;No;spring;plains;0.3
32;15;04.Кві;male;6000;04.Лип;Patanjali Ayurved (Health Care);0.75;6000;Yes;winter;mountains;0.85
15;8;03.Вер;female;900;03.Тра;Max;-0.2;1300;No;spring;plains;0.65
48;19;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;9000;Yes;monsoon;mountains;0.95
10;6;03.Лют;female;600;03.Січ;The Moms Co.;-0.4;1100;No;spring;plains;0.5
37;17;04.Лип;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
12;7;03.Тра;female;800;03.Бер;Pepperfry;-0.4;1100;No;spring;plains;0.55
49;20;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;10000;Yes;monsoon;mountains;0.95
5;3;02.Тра;female;200;02.Січ;Flying Machine;-0.7;500;No;spring;plains;0.3
33;15;04.Кві;male;6000;04.Сер;Patanjali Ayurved (Health Care);0.8;6000;No;winter;mountains;0.9
13;7;03.Лип;female;900;03.Тра;Pepperfry;-0.3;1200;No;spring;plains;0.6
50;20;5.0;male;10000;04.Вер;Streax;1.0;10000;Yes;winter;mountains;1.0
7;3;02.Тра;female;200;02.Лют;Wakefit;-0.6;600;No;spring;plains;0.3
35;16;04.Чер;male;6000;04.Вер;Allen Solly Woman;0.95;10000;Yes;winter;mountains;0.9
20;10;4.0;female;1000;03.Лип;Khadi Essentials;-0.2;800;No;spring;plains;0.6
38;18;04.Сер;male;7000;04.Сер;Fastrack;0.9;8000;Yes;monsoon;mountains;0.95
9;5;03.Лют;female;600;3.0;The Moms Co.;-0.4;1100;No;spring;plains;0.5
36;17;04.Чер;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
11;6;03.Кві;female;700;03.Лют;Pepperfry;-0.4;1200;No;spring;plains;0.55
47;20;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;9000;Yes;monsoon;mountains;0.95
6;4;02.Чер;female;200;02.Кві;Wakefit;-0.5;700;No;spring;plains;0.35
32;16;04.Кві;male;6000;04.Лип;Patanjali Ayurved (Health Care);0.8;6000;No;winter;mountains;0.9
14;8;4.0;female;1000;03.Сер;Pepperfry;-0.3;1200;No;spring;plains;0.6
49;20;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;10000;Yes;monsoon;mountains;0.95
5;4;02.Лип;female;200;02.Лют;Flying Machine;-0.7;500;No;spring;plains;0.3
33;16;04.Тра;male;6000;04.Сер;Patanjali Ayurved (Health Care);0.8;6000;No;winter;mountains;0.9
15;9;04.Січ;female;1000;03.Сер;Max;-0.2;1300;No;spring;plains;0.65
48;20;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;10000;Yes;winter;mountains;0.95
7;4;02.Лип;female;200;02.Бер;Wakefit;-0.5;700;No;spring;plains;0.35
34;16;04.Тра;male;6000;04.Сер;Patanjali Ayurved (Health Care);0.8;6000;No;winter;mountains;0.9
16;8;03.Вер;female;900;03.Чер;Pepe Jeans London;-0.2;1000;No;spring;plains;0.6
50;20;5.0;male;10000;04.Вер;Streax;1.0;10000;Yes;winter;mountains;1.0
8;5;3.0;female;300;02.Лип;Flying Machine;-0.6;400;No;spring;plains;0.35
35;17;04.Чер;male;7000;04.Сер;Allen Solly Woman;0.9;10000;Yes;winter;mountains;0.9
21;11;04.Січ;female;1000;03.Сер;Kama Ayurveda;-0.1;800;No;spring;plains;0.6
37;18;04.Лип;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
10;7;03.Лют;female;600;3.0;The Moms Co.;-0.4;1100;No;spring;plains;0.5
38;19;04.Сер;male;7000;04.Сер;Fastrack;0.9;8000;Yes;monsoon;mountains;0.95
12;7;03.Тра;female;800;03.Бер;Pepperfry;-0.4;1100;No;spring;plains;0.55
39;19;04.Сер;male;8000;04.Лип;Himalaya Liv.52;0.9;8000;Yes;winter;mountains;0.95
6;5;02.Сер;female;200;02.Тра;Wakefit;-0.5;800;No;spring;plains;0.35
32;17;04.Тра;male;6000;04.Сер;Patanjali Ayurved (Health Care);0.8;6000;No;winter;mountains;0.9
13;8;03.Чер;female;900;03.Кві;Pepperfry;-0.3;1200;No;spring;plains;0.6
49;20;04.Вер;male;10000;04.Сер;Himalaya Liv.52;0.9;9000;Yes;monsoon;mountains;0.95
5;5;02.Сер;female;200;02.Кві;Flying Machine;-0.7;500;No;spring;plains;0.3
33;17;04.Тра;male;6000;04.Сер;Patanjali Ayurved (Health Care);0.8;6000;No;winter;mountains;0.9
14;9;4.0;female;1000;03.Сер;Pepperfry;-0.3;1200;No;spring;plains;0.6
50;20;5.0;male;10000;04.Вер;Streax;1.0;10000;Yes;winter;mountains;1.0
8;6;3.0;female;300;02.Сер;Flying Machine;-0.6;400;No;spring;plains;0.35
35;18;04.Чер;male;7000;04.Сер;Allen Solly Woman;0.9;10000;Yes;winter;mountains;0.9
22;12;04.Лют;female;1000;03.Вер;Kama Ayurveda;-0.1;800;No;spring;plains;0.6
37;19;04.Лип;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
11;7;03.Бер;female;700;03.Січ;Pepperfry;-0.4;1200;No;spring;plains;0.55
38;20;04.Сер;male;7000;04.Сер;Fastrack;0.9;8000;Yes;monsoon;mountains;0.95
7;5;02.Вер;female;200;02.Чер;Wakefit;-0.5;800;No;spring;plains;0.35
34;18;04.Чер;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.9;7000;No;winter;mountains;0.9
15;10;04.Січ;female;1000;03.Вер;Max;-0.1;1300;No;spring;plains;0.65
40;19;04.Сер;male;7000;04.Сер;Fastrack;0.9;8000;Yes;monsoon;mountains;0.95
9;6;03.Січ;female;300;02.Вер;The Moms Co.;-0.4;1100;No;spring;plains;0.5
40;20;04.Сер;male;7000;04.Сер;Fastrack;0.9;8000;Yes;monsoon;mountains;0.95
7;6;3.0;female;300;02.Вер;Wakefit;-0.4;800;No;spring;plains;0.5
35;19;04.Лип;male;7000;04.Сер;Allen Solly Woman;0.9;10000;Yes;winter;mountains;0.9
23;13;04.Бер;female;1000;4.0;Kama Ayurveda;0.0;800;No;spring;plains;0.6
38;20;04.Сер;male;7000;04.Сер;Fastrack;0.9;8000;Yes;monsoon;mountains;0.95
8;7;03.Січ;female;300;3.0;Flying Machine;-0.6;400;No;spring;plains;0.35
36;18;04.Лип;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
12;8;03.Чер;female;800;03.Кві;Pepperfry;-0.3;1200;No;spring;plains;0.6
50;20;5.0;male;10000;04.Вер;Streax;1.0;10000;Yes;winter;mountains;1.0
9;7;03.Січ;female;300;02.Вер;The Moms Co.;-0.4;1100;No;spring;plains;0.5
41;20;04.Сер;male;8000;04.Лип;Himalaya Liv.52;0.9;8000;Yes;monsoon;mountains;0.95
7;7;3.0;female;300;02.Сер;Wakefit;-0.4;800;No;spring;plains;0.5
36;19;04.Сер;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
13;9;03.Лип;female;900;03.Тра;Pepperfry;-0.3;1200;No;spring;plains;0.6
50;20;5.0;male;10000;04.Вер;Streax;1.0;10000;Yes;winter;mountains;1.0
10;7;03.Лют;female;600;3.0;The Moms Co.;-0.4;1100;No;spring;plains;0.5
37;20;04.Сер;male;7000;04.Сер;Patanjali Ayurved (Health Care);0.85;6000;Yes;winter;mountains;0.9
14;10;4.0;female;1000;03.Вер;Pepperfry;-0.3;1200;No;spring;plains;0.6
20;5;04.Бер;female;300;04.Лип;Flying Machine;0.8;700;No;summer;plains;0.9
10;2;03.Сер;male;1000;04.Лют;Max;0.6;500;Yes;winter;plains;0.6
5;1;04.Тра;female;1000;03.Вер;Lee;0.9;900;No;monsoon;coastal;0.8
15;3;04.Лют;female;2000;04.Сер;Fastrack;0.7;1000;Yes;spring;mountains;0.7
8;0;4.0;male;400;03.Тра;Wildcraft;-0.3;800;No;winter;mountains;0.3
25;7;04.Сер;male;5000;04.Вер;PUMA;0.9;700;No;summer;plains;0.9
30;10;04.Лип;female;1000;04.Чер;HRX;0.5;400;Yes;winter;plains;0.8
12;4;03.Тра;female;2000;03.Кві;Mothercare;-0.1;900;No;summer;coastal;0.4
40;15;04.Вер;male;8000;04.Лип;Johnson & Johnson;0.9;200;Yes;monsoon;plains;0.9
5;0;02.Тра;male;1000;02.Сер;The Moms Co.;-0.6;100;No;summer;mountains;0.1
18;6;04.Січ;female;3000;04.Тра;Wakefit;0.8;600;Yes;winter;plains;0.7
22;8;04.Чер;female;600;04.Кві;SleepyCat;0.4;300;Yes;spring;mountains;0.6
3;0;3.0;male;700;03.Лют;Duroflex;-0.5;1000;Yes;summer;plains;0.2
45;18;04.Вер;male;9000;04.Вер;Pepperfry;0.9;900;Yes;summer;coastal;1.0
7;2;03.Лип;female;200;03.Сер;Godrej Interio;0.2;300;No;winter;mountains;0.5
10;2;4.0;male;800;04.Січ;Urban Ladder;0.7;700;Yes;summer;mountains;0.8
28;12;04.Тра;female;1500;04.Чер;Khadi Essentials;0.6;200;No;summer;plains;0.8
35;14;04.Сер;male;4000;04.Сер;Forest Essentials;0.8;500;Yes;spring;mountains;0.9
2;0;2.0;male;200;02.Бер;Kama Ayurveda;-0.9;100;No;winter;plains;0.1
16;5;03.Вер;female;500;03.Лип;Sugar Cosmetics;0.3;800;No;monsoon;coastal;0.5
6;1;03.Лют;male;6000;03.Чер;Lakme Ayurveda;-0.2;600;Yes;winter;mountains;0.4
38;16;04.Лип;female;7000;04.Лип;Biovea;0.9;100;Yes;spring;plains;1.0
9;3;03.Чер;male;900;03.Бер;Patanjali Ayurved (Health Care);-0.4;400;No;winter;plains;0.2
14;4;04.Кві;female;4000;04.Кві;Dabur Chyawanprash;0.2;800;No;summer;plains;0.7
21;7;04.Чер;female;2000;04.Тра;AmazonBasics;0.7;800;Yes;summer;plains;0.8
33;11;04.Бер;male;3000;04.Лют;Flying Machine;0.4;700;Yes;monsoon;coastal;0.6
8;1;03.Лип;male;500;03.Сер;Max;0.3;300;No;summer;plains;0.4
11;3;04.Січ;female;7000;04.Кві;Lee;0.8;900;Yes;spring;coastal;0.9
25;8;04.Сер;male;10000;04.Вер;Spyker;0.9;600;Yes;summer;mountains;1.0
5;2;02.Вер;female;400;03.Січ;Fastrack;-0.5;400;No;winter;plains;0.1
17;6;04.Тра;male;2000;04.Бер;Wildcraft;0.6;700;Yes;summer;plains;0.8
29;9;04.Лип;male;700;04.Чер;Head Hunters;0.7;800;Yes;summer;plains;0.8
4;0;2.0;female;1000;02.Бер;PUMA;-0.8;200;No;monsoon;coastal;0.1
14;4;03.Вер;male;3000;04.Лют;HRX;0.5;900;No;winter;plains;0.7
6;2;03.Лют;female;4000;03.Тра;Mothercare;0.1;500;Yes;summer;mountains;0.3
19;5;04.Лют;female;6000;04.Лип;Johnson & Johnson;0.8;1000;Yes;winter;plains;0.9
22;10;04.Кві;male;1500;04.Чер;The Moms Co.;0.3;300;Yes;summer;coastal;0.5
12;3;03.Сер;female;5000;03.Вер;Wakefit;0.6;200;Yes;monsoon;mountains;0.7
27;13;04.Чер;male;8000;04.Сер;SleepyCat;0.9;700;Yes;winter;plains;0.9
8;2;3.0;female;200;03.Кві;Duroflex;-0.2;600;Yes;summer;coastal;0.4
36;15;04.Вер;male;900;04.Сер;Pepperfry;0.8;800;Yes;summer;mountains;0.9
15;5;03.Сер;female;300;03.Чер;Godrej Interio;0.2;900;No;winter;plains;0.5
10;3;03.Тра;male;6000;03.Лип;Urban Ladder;0.5;400;Yes;spring;plains;0.6
24;8;04.Бер;female;2000;04.Тра;Khadi Essentials;0.7;800;Yes;summer;coastal;0.9
31;12;04.Сер;male;4000;04.Лип;Forest Essentials;0.9;600;Yes;summer;plains;1.0
3;1;02.Тра;male;300;02.Лип;Kama Ayurveda;-0.7;500;No;summer;mountains;0.1
16;4;03.Чер;female;8000;03.Сер;Sugar Cosmetics;0.1;200;Yes;winter;coastal;0.2
9;2;3.0;male;700;03.Бер;Lakme Ayurveda;-0.3;100;No;summer;plains;0.2
39;17;04.Сер;female;8000;04.Сер;Biovea;0.9;500;Yes;spring;coastal;1.0
7;1;02.Сер;male;500;3.0;Patanjali Ayurved (Health Care);-0.6;300;No;winter;plains;0.1
20;6;04.Січ;female;4000;04.Лют;Dabur Chyawanprash;0.4;700;Yes;summer;mountains;0.7
23;7;04.Лип;female;600;04.Чер;AmazonBasics;0.8;400;Yes;winter;plains;0.8
35;12;04.Кві;male;2000;04.Бер;Flying Machine;0.5;300;No;summer;coastal;0.7
10;2;03.Чер;male;5000;03.Сер;Max;0.2;800;Yes;summer;mountains;0.5
13;4;4.0;female;9000;04.Тра;Lee;0.9;600;Yes;winter;coastal;0.9
26;9;04.Сер;male;10000;04.Вер;Spyker;0.9;900;Yes;spring;mountains;1.0
6;1;02.Сер;female;300;3.0;Fastrack;-0.4;200;No;summer;plains;0.1
18;7;04.Чер;male;1500;04.Кві;Wildcraft;0.7;400;Yes;summer;plains;0.8
30;10;04.Тра;male;800;04.Чер;Head Hunters;0.8;500;Yes;monsoon;plains;0.8
5;0;01.Сер;female;1500;02.Лют;PUMA;-0.9;100;No;summer;coastal;0.0
16;5;03.Сер;male;4000;04.Січ;HRX;0.4;700;Yes;summer;mountains;0.7
7;2;03.Січ;female;5000;03.Бер;Mothercare;0.1;300;Yes;winter;coastal;0.4
20;6;04.Бер;female;700;04.Лип;Johnson & Johnson;0.8;800;Yes;summer;plains;0.9
24;8;04.Тра;male;1000;04.Лип;The Moms Co.;0.4;600;Yes;winter;plains;0.6
14;4;03.Вер;female;6000;4.0;Wakefit;0.6;200;Yes;summer;plains;0.5
28;14;04.Лип;male;9000;04.Сер;SleepyCat;0.9;1000;Yes;winter;mountains;0.9
9;2;02.Вер;female;200;03.Лют;Duroflex;-0.1;500;Yes;summer;mountains;0.3
38;16;04.Вер;male;800;04.Сер;Pepperfry;0.9;900;Yes;spring;plains;1.0
12;3;03.Лип;female;500;03.Тра;Godrej Interio;0.3;600;Yes;summer;mountains;0.6
11;4;03.Кві;male;7000;03.Чер;Urban Ladder;0.6;800;Yes;winter;plains;0.8
22;7;04.Лют;female;2500;04.Кві;Khadi Essentials;0.7;700;Yes;summer;coastal;0.9
32;13;04.Вер;male;4500;04.Лип;Forest Essentials;0.9;500;Yes;summer;plains;1.0
4;1;02.Бер;male;400;02.Чер;Kama Ayurveda;-0.6;400;No;summer;coastal;0.2
15;6;03.Лип;female;10000;03.Вер;Sugar Cosmetics;0.2;300;Yes;winter;plains;0.3
8;3;02.Сер;male;600;03.Січ;Lakme Ayurveda;-0.4;700;Yes;summer;mountains;0.3
37;18;04.Сер;female;7000;04.Сер;Biovea;0.9;600;Yes;spring;coastal;1.0
6;1;02.Лип;male;800;02.Вер;Patanjali Ayurved (Health Care);-0.7;200;No;summer;plains;0.1
19;5;4.0;female;4500;04.Січ;Dabur Chyawanprash;0.5;800;Yes;summer;coastal;0.7
25;8;04.Сер;female;700;04.Лип;AmazonBasics;0.9;700;Yes;winter;plains;0.9
38;13;04.Тра;male;2500;04.Кві;Flying Machine;0.6;500;Yes;summer;coastal;0.8
12;2;03.Тра;male;6000;03.Лип;Max;0.3;600;Yes;summer;mountains;0.5
15;5;03.Вер;female;8000;04.Бер;Lee;0.8;300;Yes;winter;coastal;0.8
28;10;04.Лип;male;9000;04.Вер;Spyker;0.9;1000;Yes;spring;mountains;1.0
7;1;02.Чер;female;500;02.Сер;Fastrack;-0.5;300;No;summer;plains;0.1
21;6;04.Тра;male;1000;04.Бер;Wildcraft;0.7;500;Yes;summer;plains;0.8
32;11;04.Чер;male;800;04.Лип;Head Hunters;0.8;400;Yes;monsoon;plains;0.8
4;0;01.Чер;female;2000;2.0;PUMA;-0.9;200;No;summer;coastal;0.0
14;4;03.Чер;male;4500;03.Вер;HRX;0.5;800;Yes;summer;mountains;0.7
8;2;3.0;female;6000;03.Лют;Mothercare;0.2;400;Yes;winter;coastal;0.4
19;7;04.Січ;female;800;04.Тра;Johnson & Johnson;0.7;700;Yes;summer;plains;0.9
23;9;04.Бер;male;1500;04.Чер;The Moms Co.;0.4;500;Yes;winter;plains;0.6
13;3;03.Сер;female;5000;03.Вер;Wakefit;0.6;300;Yes;summer;plains;0.5
30;15;04.Чер;male;9500;04.Сер;SleepyCat;0.9;1100;Yes;winter;mountains;0.9
11;1;02.Лип;female;100;3.0;Duroflex;-0.1;600;Yes;summer;mountains;0.3
39;17;04.Вер;male;750;04.Вер;Pepperfry;0.9;1000;Yes;spring;plains;1.0
10;3;03.Кві;female;400;03.Чер;Godrej Interio;0.3;700;Yes;summer;mountains;0.6
9;5;03.Лют;male;6500;03.Кві;Urban Ladder;0.6;900;Yes;winter;plains;0.8
25;8;04.Кві;female;2800;04.Тра;Khadi Essentials;0.8;800;Yes;summer;coastal;0.9
36;14;04.Сер;male;4200;04.Лип;Forest Essentials;0.9;700;Yes;summer;plains;1.0
3;1;02.Січ;male;500;02.Тра;Kama Ayurveda;-0.8;300;No;summer;coastal;0.1
17;6;03.Сер;female;12000;03.Вер;Sugar Cosmetics;0.3;400;Yes;winter;plains;0.3
7;2;02.Чер;male;800;02.Вер;Lakme Ayurveda;-0.5;800;Yes;summer;mountains;0.3
40;19;04.Сер;female;9000;04.Сер;Biovea;0.9;700;Yes;spring;coastal;1.0
6;1;02.Тра;male;700;02.Сер;Patanjali Ayurved (Health Care);-0.8;300;No;summer;plains;0.1
18;6;4.0;female;5000;04.Січ;Dabur Chyawanprash;0.6;900;Yes;summer;coastal;0.7
24;9;04.Вер;female;800;04.Сер;AmazonBasics;0.9;800;Yes;winter;plains;0.9
41;14;04.Чер;male;2700;04.Тра;Flying Machine;0.7;600;Yes;summer;coastal;0.8
11;2;03.Кві;male;7000;03.Чер;Max;0.4;700;Yes;summer;mountains;0.6
14;4;4.0;female;8500;04.Кві;Lee;0.9;400;Yes;winter;coastal;0.9
30;11;04.Чер;male;11000;04.Сер;Spyker;0.9;1200;Yes;spring;mountains;1.0
8;1;02.Кві;female;600;02.Чер;Fastrack;-0.6;400;No;summer;plains;0.1
22;7;04.Кві;male;1200;04.Лют;Wildcraft;0.8;600;Yes;summer;plains;0.8
33;12;04.Лип;male;900;04.Сер;Head Hunters;0.8;500;Yes;monsoon;plains;0.8
5;0;01.Кві;female;2500;01.Сер;PUMA;-1.0;300;No;summer;coastal;0.0
16;6;03.Лип;male;4500;4.0;HRX;0.5;900;Yes;summer;mountains;0.7
6;3;02.Сер;female;5500;03.Січ;Mothercare;0.2;500;Yes;winter;coastal;0.4
20;8;04.Лют;female;900;04.Чер;Johnson & Johnson;0.7;800;Yes;summer;plains;0.9
25;10;04.Тра;male;1300;04.Лип;The Moms Co.;0.4;600;Yes;winter;plains;0.6
15;5;03.Лип;female;6000;03.Вер;Wakefit;0.7;400;Yes;summer;plains;0.6
32;16;04.Сер;male;10000;04.Вер;SleepyCat;0.9;1300;Yes;winter;mountains;0.9
10;2;02.Лип;female;300;3.0;Duroflex;-0.1;700;Yes;summer;mountains;0.3
40;18;04.Вер;male;800;04.Сер;Pepperfry;0.9;1100;Yes;spring;plains;1.0
9;1;02.Кві;female;600;02.Лип;Godrej Interio;0.3;800;Yes;summer;mountains;0.6
13;6;03.Бер;male;7500;03.Тра;Urban Ladder;0.7;1000;Yes;winter;plains;0.8
28;9;04.Бер;female;2200;04.Тра;Khadi Essentials;0.8;900;Yes;summer;coastal;0.9
34;15;04.Вер;male;5000;04.Сер;Forest Essentials;0.9;800;Yes;summer;plains;1.0
2;0;01.Сер;male;700;02.Бер;Kama Ayurveda;-0.9;400;No;summer;coastal;0.1
18;7;03.Вер;female;13000;4.0;Sugar Cosmetics;0.3;500;Yes;winter;plains;0.3
8;3;02.Кві;male;700;02.Сер;Lakme Ayurveda;-0.6;900;Yes;summer;mountains;0.3
41;20;04.Вер;female;8500;04.Сер;Biovea;0.9;800;Yes;spring;coastal;1.0
7;1;02.Бер;male;1000;02.Чер;Patanjali Ayurved (Health Care);-0.9;300;No;summer;plains;0.1
21;6;03.Вер;female;6000;04.Січ;Dabur Chyawanprash;0.7;1000;Yes;summer;coastal;0.8
26;10;04.Вер;female;900;04.Вер;AmazonBasics;0.9;900;Yes;winter;plains;0.9
44;15;04.Лип;male;2900;04.Чер;Flying Machine;0.8;700;Yes;summer;coastal;0.9
10;3;03.Лют;male;8000;03.Тра;Max;0.4;800;Yes;summer;mountains;0.6
16;4;03.Сер;female;9000;04.Лют;Lee;0.9;500;Yes;winter;coastal;0.9
31;12;04.Лип;male;13500;04.Вер;Spyker;0.9;1400;Yes;spring;mountains;1.0
9;1;02.Лют;female;800;02.Кві;Fastrack;-0.7;500;No;summer;plains;0.1
23;8;04.Чер;male;1400;04.Бер;Wildcraft;0.8;700;Yes;summer;plains;0.8
35;13;04.Сер;male;1000;04.Вер;Head Hunters;0.9;600;Yes;monsoon;plains;0.9
6;0;01.Лют;female;3000;01.Чер;PUMA;-1.0;400;No;summer;coastal;0.0
17;7;03.Сер;male;5500;04.Січ;HRX;0.6;1000;Yes;summer;mountains;0.7
7;4;02.Чер;female;6500;02.Вер;Mothercare;0.2;600;Yes;winter;coastal;0.4
21;9;04.Січ;female;1000;04.Чер;Johnson & Johnson;0.8;900;Yes;summer;plains;0.9
26;11;04.Кві;male;1500;04.Сер;The Moms Co.;0.5;700;Yes;winter;plains;0.6
16;5;03.Чер;female;7000;03.Сер;Wakefit;0.7;500;Yes;summer;plains;0.6
34;17;04.Лип;male;11000;04.Вер;SleepyCat;0.9;1500;Yes;winter;mountains;0.9
11;3;02.Чер;female;500;02.Вер;Duroflex;-0.1;800;Yes;summer;mountains;0.3
42;19;04.Вер;male;900;04.Сер;Pepperfry;0.9;1200;Yes;spring;plains;1.0
8;2;02.Бер;female;700;02.Чер;Godrej Interio;0.3;900;Yes;summer;mountains;0.6
15;6;03.Тра;male;8500;03.Сер;Urban Ladder;0.7;1100;Yes;winter;plains;0.8
